,gps_height,longitude,latitude,basin,region_code,district_code,population,permit,construction_year,extraction_type_class,management_group,payment,quality_group,quantity_group,source_class,waterpoint_type_group
27000,331,37.54275016,-6.35534572,wami / ruvu,5,6,1.0,True,2006,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
6612,0,38.8052527,-4.86836417,pangani,4,8,34.0,True,1980,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
18326,241,38.88401416,-10.02654673,ruvuma / southern coast,80,53,120.0,False,1982,motorpump,user-group,never pay,salty,enough,groundwater,communal standpipe
12698,501,34.66688709,-11.11235203,lake nyasa,10,3,89.0,True,1992,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
4773,0,33.00042225,-9.05635494,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump
24131,0,33.49938538,-4.63971632,internal,14,2,1.0,False,0,handpump,commercial,never pay,salty,enough,groundwater,hand pump
3636,0,34.06317602,-3.20055875,internal,17,2,1.0,False,0,handpump,user-group,other,good,enough,groundwater,hand pump
6876,95,38.00825319,-7.25704172,wami / ruvu,5,2,200.0,True,1998,handpump,user-group,never pay,unknown,insufficient,groundwater,hand pump
24191,0,31.43635036,-1.57248507,lake victoria,18,2,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
3727,1485,34.65841188,-4.93508004,internal,13,4,123.0,True,2004,handpump,user-group,never pay,good,enough,groundwater,hand pump
12877,0,32.05634803,-5.00027976,lake tanganyika,14,4,1.0,True,0,other,user-group,other,good,enough,groundwater,other
11475,553,37.80052245,-10.08422225,ruvuma / southern coast,80,43,350.0,True,2009,other,user-group,pay per bucket,good,dry,groundwater,other
7230,0,31.83819975,-1.07665541,lake victoria,18,2,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,improved spring
21616,1275,30.04374479,-4.72041258,lake tanganyika,16,2,210.0,True,1986,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
20706,1305,34.99047274,-10.944332,lake nyasa,10,3,1.0,True,2002,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
11751,0,34.01575862,-8.85727313,rufiji,12,7,1.0,True,0,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
9631,1692,35.01118708,-9.10724879,rufiji,11,4,30.0,False,2001,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
4035,1398,37.54916971,-3.28543295,pangani,3,4,75.0,True,1972,gravity,user-group,never pay,good,insufficient,groundwater,other
22316,0,31.0055811,-1.71437309,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
11646,0,33.1610039,-2.48755357,lake victoria,19,2,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
17946,0,34.8031643,-2e-08,lake victoria,19,2,1.0,True,0,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe
5695,0,33.66328607,-9.3469209,lake nyasa,12,4,1.0,True,0,submersible,parastatal,never pay,good,insufficient,surface,communal standpipe
2386,255,39.05224907,-10.36165631,ruvuma / southern coast,80,53,195.0,True,1980,other,user-group,never pay,good,enough,groundwater,other
4965,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,other,good,enough,groundwater,hand pump
8385,1109,29.68612697,-4.69642785,lake tanganyika,16,3,100.0,True,2006,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
26144,288,37.03214865,-7.65320335,rufiji,5,1,120.0,True,1982,other,user-group,never pay,good,enough,groundwater,other
9224,-13,38.84939617,-6.54603282,wami / ruvu,6,1,50.0,False,2008,handpump,user-group,never pay,good,enough,groundwater,hand pump
23946,1562,34.91518553,-4.72998806,internal,13,2,1.0,True,1980,other,user-group,unknown,unknown,dry,groundwater,other
1609,0,33.29965204,-4.73629284,internal,14,1,1.0,False,0,handpump,user-group,never pay,good,seasonal,groundwater,hand pump
10187,1397,30.72369363,-3.6257863,lake tanganyika,16,1,350.0,True,1988,other,user-group,unknown,good,enough,groundwater,other
13172,1784,37.52198629,-2.96454028,internal,3,1,1.0,True,2005,gravity,commercial,pay monthly,good,enough,groundwater,communal standpipe
1595,905,35.99333957,-10.72841041,ruvuma / southern coast,10,5,200.0,True,1983,gravity,user-group,pay monthly,good,seasonal,surface,communal standpipe
2410,0,33.6540429,-9.35391688,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
21631,1668,34.57140184,-9.08298885,rufiji,11,4,75.0,True,1978,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
18702,657,37.94402888,-4.12783205,pangani,3,3,130.0,True,2011,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
13378,313,38.86978483,-10.58215453,ruvuma / southern coast,90,33,86.0,True,1973,other,user-group,never pay,good,dry,groundwater,other
249,0,33.24316217,-8.83605681,lake rukwa,12,2,1.0,True,0,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
14703,331,38.41727673,-5.22527993,pangani,4,6,100.0,False,2008,other,user-group,pay per bucket,good,insufficient,groundwater,hand pump
22829,447,37.38373873,-11.31715838,ruvuma / southern coast,10,1,1.0,False,1994,handpump,user-group,pay annually,good,enough,groundwater,hand pump
10609,0,33.90471424,-9.43953294,lake nyasa,12,3,1.0,True,0,gravity,user-group,pay monthly,good,dry,groundwater,communal standpipe
7014,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
21449,0,34.51409176,-3.89788797,internal,17,6,1.0,True,0,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe
907,0,37.18628401,-5.98872506,wami / ruvu,4,7,1.0,False,1986,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
13658,0,33.89386599,-4.22969148,internal,14,2,1.0,True,0,gravity,user-group,pay per bucket,good,enough,surface,communal standpipe
3685,503,37.4016975,-6.94205612,wami / ruvu,5,6,1.0,True,1977,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
13781,1742,31.27159495,-7.59806356,lake rukwa,15,3,1.0,False,1986,gravity,user-group,unknown,unknown,unknown,surface,communal standpipe
8361,328,37.04417167,-7.55099082,rufiji,5,1,190.0,True,1981,other,user-group,never pay,colored,insufficient,groundwater,other
8334,1795,38.32842332,-4.7385926,pangani,4,1,1.0,True,2000,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
17804,-14,39.5261829,-6.98686896,wami / ruvu,7,3,120.0,False,1970,motorpump,user-group,never pay,salty,dry,groundwater,other
9465,0,33.28412379,-4.13762996,internal,14,1,1.0,False,0,other,user-group,never pay,good,seasonal,groundwater,other
1418,995,30.39110654,-5.10686283,lake tanganyika,16,3,400.0,True,1997,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
17735,313,38.85258409,-10.15589284,ruvuma / southern coast,80,53,430.0,False,2004,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe
17277,0,33.69122355,-9.49641809,lake nyasa,12,3,1.0,True,0,gravity,user-group,pay monthly,good,dry,groundwater,communal standpipe
22021,0,37.45998345,-5.43556777,wami / ruvu,4,7,1.0,False,1994,handpump,user-group,never pay,unknown,unknown,groundwater,hand pump
6189,1217,34.04214476,-1.17298971,lake victoria,20,6,1.0,False,1993,submersible,user-group,unknown,good,enough,surface,communal standpipe
23225,317,38.61188395,-5.20410014,pangani,4,3,50.0,False,1981,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
6749,945,35.38537105,-10.70991089,ruvuma / southern coast,10,2,300.0,True,1977,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
3904,0,32.98724945,-2.48908973,lake victoria,19,8,1.0,True,0,wind-powered,user-group,pay monthly,good,enough,groundwater,other
7098,1523,29.80206162,-4.52833653,lake tanganyika,16,2,210.0,True,2001,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
10126,0,33.822230100000006,-9.17074601,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
182,674,36.96195662,-11.3119134,ruvuma / southern coast,10,1,1.0,False,2011,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
17529,1521,38.36182005,-4.7512956,pangani,4,1,1.0,True,2000,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
17557,1141,36.32541546,-2.81972161,internal,2,6,150.0,True,2005,gravity,user-group,pay when scheme fails,good,insufficient,surface,communal standpipe
26228,857,36.01511714,-10.75203081,ruvuma / southern coast,10,5,150.0,True,0,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
9919,1243,34.12709711,-1.29005544,lake victoria,20,6,530.0,False,1985,other,user-group,never pay,good,enough,groundwater,other
14532,828,36.03212249,-10.52670364,rufiji,10,5,350.0,True,2007,gravity,user-group,pay monthly,good,seasonal,surface,communal standpipe
22471,1284,30.05467928,-4.68928092,lake tanganyika,16,2,200.0,True,2012,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
21041,0,33.8650881,-9.23855368,lake nyasa,12,4,1.0,True,0,gravity,user-group,unknown,good,enough,groundwater,communal standpipe
10204,1017,35.79063594,-10.43471589,lake nyasa,10,5,250.0,True,1985,gravity,user-group,pay annually,good,enough,surface,communal standpipe
17858,1447,36.86838664,-3.16352205,internal,2,7,400.0,False,1975,gravity,user-group,unknown,good,enough,surface,communal standpipe
10388,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,parastatal,other,good,enough,groundwater,hand pump
7522,1382,37.61532638,-3.24067444,pangani,3,1,1.0,True,2003,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
20367,0,32.34916698,-3.95226145,lake tanganyika,17,3,1.0,True,0,other,user-group,unknown,milky,insufficient,groundwater,other
26547,0,31.44107195,-2.78748562,lake tanganyika,18,4,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
23178,0,34.21329273,-3.23466605,internal,17,6,1.0,True,0,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe
25936,918,37.64942604,-3.35563176,pangani,3,1,1.0,True,2003,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
2540,0,36.2207157,-5.4774782,wami / ruvu,1,4,1.0,True,0,motorpump,user-group,unknown,good,dry,groundwater,communal standpipe
913,30,39.17352398,-8.52756426,ruvuma / southern coast,80,13,330.0,True,1985,other,other,never pay,salty,insufficient,groundwater,other
19007,1290,37.64290829,-3.06981523,pangani,3,1,1.0,True,1979,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
13894,0,30.89585294,-1.47208007,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,dry,surface,communal standpipe
23898,0,32.93471842,-2.61856464,lake victoria,19,3,1.0,True,0,other,user-group,never pay,good,enough,groundwater,hand pump
19586,541,37.60343665,-6.74979466,wami / ruvu,5,5,200.0,True,1997,other,user-group,never pay,good,enough,groundwater,other
20443,1748,32.1268515,-8.56808059,lake rukwa,15,2,150.0,False,2003,handpump,user-group,never pay,good,enough,groundwater,hand pump
25599,0,31.02172786,-1.67121835,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
14876,1533,36.67895266,-3.33275183,pangani,2,2,150.0,True,2000,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
293,915,36.91578552,-3.55049322,pangani,2,7,210.0,True,1974,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
12109,1616,34.95019831,-4.58739508,internal,13,2,1.0,True,1980,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
7101,0,32.64975175,-3.72726527,lake victoria,17,3,1.0,True,0,handpump,user-group,unknown,milky,dry,groundwater,hand pump
8646,1738,35.0008106,-8.55472646,rufiji,11,2,1.0,True,0,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe
2138,0,33.06416558,-2.46124747,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
4380,301,38.56329968,-5.53157817,pangani,4,6,50.0,True,2002,submersible,user-group,pay per bucket,good,insufficient,surface,communal standpipe
11027,0,37.2030056,-5.99188125,wami / ruvu,4,7,1.0,False,1986,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
19395,64,38.66408496,-5.80538232,pangani,4,5,100.0,False,1973,submersible,user-group,pay per bucket,salty,seasonal,groundwater,communal standpipe
4693,1550,31.02261054,-7.49715335,lake tanganyika,15,3,1.0,True,1996,gravity,user-group,unknown,unknown,unknown,surface,communal standpipe
26907,122,34.8031643,-10.61603674,ruvuma / southern coast,99,1,150.0,True,2011,submersible,user-group,unknown,good,enough,groundwater,communal standpipe
15968,0,32.58059375,-9.03730852,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump
24960,0,36.16864553,-6.2784474,wami / ruvu,1,4,1.0,True,0,handpump,user-group,unknown,good,dry,groundwater,hand pump
25424,1287,37.99358816,-4.26006737,pangani,3,3,60.0,True,1996,gravity,user-group,never pay,unknown,insufficient,groundwater,communal standpipe
7560,0,31.38599239,-1.10253257,lake victoria,18,7,1.0,True,0,gravity,other,pay when scheme fails,good,insufficient,surface,communal standpipe
20020,0,36.29330536,-5.72972374,wami / ruvu,1,3,1.0,False,0,submersible,user-group,pay per bucket,salty,dry,groundwater,communal standpipe
8288,1124,35.02093145,-6.42611268,rufiji,13,3,250.0,False,1978,wind-powered,user-group,pay per bucket,good,enough,groundwater,communal standpipe
18167,0,30.75805384,-1.05125089,lake victoria,18,1,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,hand pump
15841,0,32.7383692,-2.82525659,lake victoria,19,5,1.0,True,0,handpump,user-group,never pay,salty,dry,groundwater,hand pump
5770,1724,31.41667648,-8.04551148,lake tanganyika,15,2,60.0,False,1991,handpump,user-group,pay annually,good,dry,groundwater,hand pump
6401,0,33.60780655,-9.20219577,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
19496,949,37.55485648,-3.77377365,pangani,3,2,40.0,True,1972,gravity,user-group,pay monthly,good,insufficient,groundwater,other
11945,673,37.91223189,-4.49614641,pangani,3,3,98.0,True,2010,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
17006,0,34.07460266,-3.114991,lake victoria,17,2,1.0,False,0,other,user-group,other,good,insufficient,groundwater,other
21867,0,35.90995663,-6.08262386,wami / ruvu,1,5,1.0,False,0,motorpump,user-group,pay per bucket,salty,dry,groundwater,communal standpipe
4220,956,35.44469083,-10.65939458,ruvuma / southern coast,10,2,1.0,True,2009,other,user-group,pay per bucket,good,dry,surface,communal standpipe
4656,1372,37.65254699,-3.6199109,pangani,3,2,300.0,False,1972,gravity,user-group,never pay,good,insufficient,surface,other
10872,775,36.11827583,-10.89323695,ruvuma / southern coast,10,5,60.0,True,1986,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
5550,0,33.78065104,-9.5156011,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
21683,-28,39.38538869,-6.87646428,wami / ruvu,7,3,50.0,False,2000,motorpump,other,never pay,salty,dry,groundwater,communal standpipe
14243,434,38.65420889,-10.65919148,ruvuma / southern coast,90,33,1.0,True,1975,other,user-group,unknown,salty,dry,groundwater,other
8635,959,35.14933659,-10.68606518,ruvuma / southern coast,10,3,60.0,True,1977,gravity,unknown,unknown,good,seasonal,groundwater,communal standpipe
24009,0,33.51599153,-2.65111967,lake victoria,19,2,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
15526,1960,35.32533379,-4.02565494,internal,21,3,172.0,True,1976,gravity,user-group,pay annually,good,enough,surface,communal standpipe
23488,0,35.62207637,-6.02693972,internal,1,5,1.0,False,0,motorpump,commercial,pay per bucket,good,dry,groundwater,communal standpipe
24493,1044,38.33503378,-4.4409077,pangani,4,1,1.0,True,2005,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
5366,1377,30.79497828,-3.29829061,lake tanganyika,16,1,350.0,False,2006,handpump,user-group,unknown,colored,enough,groundwater,hand pump
22187,0,30.79148279,-2.42525538,lake victoria,18,30,1.0,False,0,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
21246,297,38.81358285,-7.16237209,wami / ruvu,60,33,300.0,False,2006,handpump,user-group,never pay,salty,enough,groundwater,hand pump
25027,1706,36.67283421,-3.29799295,pangani,2,2,200.0,True,1990,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
25085,0,30.54458161,-2.53253487,lake victoria,18,30,1.0,False,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
6908,1461,36.39534169,-5.31581852,wami / ruvu,21,5,1.0,False,0,submersible,user-group,unknown,unknown,dry,groundwater,other
24834,1323,34.94380536,-4.86342894,internal,13,2,1.0,True,1960,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
