,status_group
16039,functional needs repair
9088,non functional
13706,non functional
4331,non functional
15728,non functional
14719,non functional
21761,non functional
1968,non functional
17042,non functional
23453,non functional
8714,functional needs repair
5668,non functional
11948,non functional
15398,non functional
10028,non functional
8212,non functional
19155,functional needs repair
7036,non functional
12021,non functional
9426,functional needs repair
26299,non functional
1052,non functional
3846,non functional
3794,non functional
162,non functional
25289,non functional
13862,non functional
22850,non functional
24152,non functional
4261,non functional
9924,non functional
2194,functional needs repair
2613,non functional
18591,non functional
13715,non functional
1385,functional needs repair
17695,non functional
14730,non functional
16885,non functional
27039,functional needs repair
26387,non functional
4340,functional needs repair
21108,functional needs repair
20437,functional needs repair
24652,non functional
3071,non functional
9230,non functional
6263,functional needs repair
12542,non functional
2069,non functional
23243,non functional
8821,non functional
20828,non functional
5136,non functional
20603,non functional
22791,non functional
9587,non functional
20978,functional needs repair
5066,non functional
1568,non functional
8117,non functional
10419,non functional
5442,non functional
12656,non functional
20067,functional needs repair
4633,non functional
10733,non functional
21915,non functional
1401,functional needs repair
14393,non functional
14613,non functional
12778,non functional
6477,functional needs repair
19110,non functional
9955,non functional
12593,functional needs repair
4802,non functional
6384,non functional
8324,non functional
13598,non functional
14258,non functional
27023,non functional
12735,non functional
20202,non functional
24399,non functional
26479,non functional
15316,functional needs repair
8395,non functional
16580,non functional
6063,non functional
3631,non functional
18932,non functional
7282,functional needs repair
22842,non functional
9950,non functional
9297,non functional
24627,non functional
16512,non functional
10841,non functional
23105,non functional
22642,non functional
25647,non functional
14814,non functional
23177,non functional
1012,non functional
24551,non functional
9934,non functional
1458,non functional
6883,non functional
13916,non functional
22286,non functional
8789,non functional
4126,non functional
18922,non functional
6421,non functional
24953,non functional
3844,non functional
3533,non functional
7934,functional needs repair
2640,non functional
6871,non functional
5089,non functional
47,functional needs repair
22250,non functional
3570,non functional
7179,non functional
6197,functional needs repair
12928,non functional
22008,functional needs repair
8558,non functional
16838,non functional
11799,non functional
14467,non functional
9783,functional needs repair
13491,functional needs repair
11624,functional needs repair
14539,functional needs repair
18581,non functional
19442,non functional
19104,non functional
14078,non functional
14428,functional needs repair
6989,non functional
17703,non functional
15761,functional needs repair
22205,non functional
3034,functional needs repair
18903,non functional
25668,non functional
15490,non functional
21542,non functional
23769,non functional
718,non functional
21892,non functional
27001,functional needs repair
24207,non functional
22950,non functional
16786,non functional
13389,non functional
12954,non functional
16808,non functional
